,o1,o2,>,<,typical
949,candle,ceiling,6,94,<
950,giraffe,t-shirt,223,80,>
951,ski,bench,84,22,>
952,patch,snow,184,582,<
953,pizza,decoration,162,54,>
954,tennis,number,303,0,>
955,crowd,light,638,172,>
956,plate,shoe,237,101,>
957,fence,button,172,10,>
958,bucket,bull,0,193,<
959,keyboard,light,969,208,>
960,coat,head,627,141,>
961,container,guy,17,135,<
962,soda,dog,43,253,<
963,belt,catcher,12,618,<
964,animal,snout,211,15,>
965,elephant trainer,elephant,44,217,<
966,baby,bottle,431,15,>
967,plate,grease,144,13,>
968,toilet,wire,162,13,>
969,leg,glove,472,137,>
970,cake,cream,497,83,>
971,bedspread,phone,106,0,>
972,cup,pillow,67,437,<
973,snow,beach,43,118,<
974,cap,paint,41,102,<
975,table,bucket,422,85,>
976,zebra,marking,152,34,>
977,tent,bag,352,88,>
978,flag,biker,0,111,<
979,ear,wire,77,448,<
980,mountain,silhouette,93,17,>
981,eye,trunk,14,420,<
982,computer,finger,93,14,>
983,scissors,dog,0,158,<
984,park,bike,97,28,>
985,pillow,couch,591,7797,<
986,box,truck,60,419,<
987,backpack,zipper,335,7,>
988,coconut,donut,34,136,<
989,object,toilet,45,380,<
990,shirt,soldier,18,101,<
991,wing,eagle,36,119,<
992,shoulder,suit,15,152,<
993,belt,kite,22,162,<
994,band,cap,17,89,<
995,plate,smile,96,36,>
996,bracelet,umbrella,18,710,<
997,table,tip,381,20,>
998,wheel,jet,34,1354,<
999,glove,orange,129,368,<
1000,table,phone,1601,637,>
1001,ball,band,150,23,>
1002,brick,jacket,433,1029,<
1003,pitcher,letter,322,32,>
1004,tree,belly,267,16,>
1005,rope,shoe,178,22,>
1006,glass,cow,62,228,<
1007,arrow,wire,60,281,<
1008,tire,advertisement,23,111,<
1009,building,lamppost,178,74,>
1010,stand,cap,236,35,>
1011,carpet,button,269,22,>
1012,graffiti,arm,168,50,>
1013,pot,car,50,163,<
1014,couple,shoe,427,46,>
1015,door,flower,2235,648,>
1016,apple,kid,21,113,<
1017,sweater,towel,90,25,>
1018,donut,case,29,99,<
1019,cabinet,outlet,1199,11,>
1020,dog,jar,129,34,>
1021,rock,letter,480,50,>
1022,scissors,keyboard,3,102,<
1023,window,motor bike,24,166,<
1024,sandwich,plastic,197,44,>
1025,truck,window,8717,796,>
1026,control,shirt,180,611,<
1027,hat,carriage,33,567,<
1028,name,fence,42,107,<
1029,wii,kid,42,113,<
1030,shirt,umbrella,3851,10956,<
1031,key,plant,19,184,<
1032,fruit,potato,233,59,>
1033,coffee,sandwich,36,92,<
1034,shirt,chip,178,23,>
1035,sweater,cup,572,41,>
1036,cake,sugar,262,69,>
1037,heel,dress,33,158,<
1038,finger,dress,19,216,<
1039,ripple,hand,128,41,>
1040,zebra,tuft,492,23,>
1041,window,pot,1008,362,>
1042,bottle,desk,34,370,<
1043,kid,shirt,5663,2008,>
1044,bike,taillight,105,2,>
1045,base,blender,32,85,<
1046,sign,beam,65,216,<
1047,scenery,tree,97,9,>
1048,portion,guy,27,75,<
1049,ribbon,blanket,9,124,<
1050,skiing,coat,195,23,>
1051,helmet,dirt,333,1694,<
1052,ball,baby,23,94,<
1053,tip,spot,52,136,<
1054,head,collar,247,37,>
1055,glass,button,1427,562,>
1056,bike,light,2466,386,>
1057,door,sneaker,130,26,>
1058,fridge,vent,90,10,>
1059,patch,banana,38,166,<
1060,window,tennis,7,217,<
1061,belt,bench,13,279,<
1062,ramp,door,126,36,>
1063,basket,onion,143,50,>
1064,banana,dot,825,14,>
1065,pole,bulb,97,15,>
1066,belt,crowd,2,120,<
1067,window,station,55,188,<
1068,pillow,eyebrow,110,2,>
1069,hat,bull,11,232,<
1070,purse,van,57,139,<
1071,stubble,tie,25,106,<
1072,bed,sofa,169,47,>
1073,pen,pair,67,234,<
1074,guy,flag,472,104,>
1075,photograph,train,110,35,>
1076,horse,ear,9467,215,>
1077,poster,blind,19,95,<
1078,pizza,sleeve,168,50,>
1079,bus,pillar,205,69,>
1080,belt,bed,1,123,<
1081,dresser,pillow,868,212,>
1082,roof,hand,378,62,>
1083,bunch,light,876,229,>
1084,bench,mulch,163,67,>
1085,turf,sock,110,14,>
1086,bus,plant,399,136,>
1087,stove,knife,314,34,>
1088,sandwich,bread,3240,746,>
1089,kid,basket,131,16,>
1090,foot,wheel,490,126,>
1091,umbrella,glass,2709,536,>
1092,train,backpack,1073,111,>
1093,cup,head,87,269,<
1094,bicycle,rock,244,55,>
1095,branch,bark,207,56,>
1096,window,orange,874,2070,<
1097,letter,dog,85,2319,<
1098,tile,tub,281,1403,<
1099,boot,vehicle,36,97,<
1100,fork,place mat,50,313,<
1101,refrigerator,lid,132,0,>
1102,number,cleat,33,88,<
1103,jean,apple,96,28,>
1104,snow,glass,1019,216,>
1105,hole,knife,19,140,<
1106,table,piano,47,113,<
1107,hill,animal,652,247,>
1108,orange,bed,57,284,<
1109,bear,path,42,120,<
1110,sofa,fixture,123,11,>
1111,store,box,94,16,>
1112,window,slide,11,123,<
1113,center,lamp,151,43,>
1114,star,table,41,198,<
1115,task,elephant,6,225,<
1116,basket,sweater,26,138,<
1117,letter,signal,23,180,<
1118,marble,towel,112,31,>
1119,microwave,socket,194,0,>
1120,light,net,35,156,<
1121,bus,flag,2336,154,>
1122,switch,window,18,709,<
1123,ear,tv,26,320,<
1124,basket,umbrella,92,662,<
1125,teddy,leaf,98,23,>
1126,book,eye,655,82,>
1127,car,cap,948,270,>
1128,fish,broccoli,188,51,>
1129,dress,bench,268,680,<
1130,bunch,tail,156,11,>
1131,vase,surface,264,92,>
1132,rain,bag,323,41,>
1133,handle,step,17,139,<
1134,onion,chicken,47,202,<
1135,sheep,foot,425,127,>
1136,squash,bunch,24,122,<
1137,opening,window,333,134,>
1138,keyboard,watch,104,9,>
1139,zebra,day time,4,169,<
1140,book,day,15,86,<
1141,board,handle,882,120,>
1142,ribbon,teddy bear nose,103,2,>
1143,cabinet,soap,103,1,>
1144,dirt,horn,293,38,>
1145,tan,bed,46,365,<
1146,pot,flag,19,83,<
1147,tv,plant,667,221,>
1148,ear,sheep,249,9738,<
1149,pant,path,47,249,<
1150,window,siding,109,511,<
1151,towel,cup,564,78,>
1152,shade,ear,128,8,>
1153,light,decal,22,90,<
1154,label,wood,29,116,<
1155,skater,leaf,306,30,>
1156,shoe,coat,175,1627,<
1157,tree,rust,271,82,>
1158,fur,branch,99,242,<
1159,bed,night stand,990,44,>
1160,shirt,letter,8665,714,>
1161,wire,microwave,23,111,<
1162,hand,tomato,190,55,>
1163,button,vase,9,100,<
1164,dress,belt,487,18,>
1165,keyboard,outlet,120,2,>
1166,skate board,window,230,28,>
1167,juice,table,86,302,<
1168,beef,sauce,102,38,>
1169,gate,train,122,519,<
1170,van,box,202,72,>
1171,pillow,linen,21,88,<
1172,scarf,eye,462,28,>
1173,table,stain,160,19,>
1174,bracelet,pillow,8,183,<
1175,outfit,boat,31,96,<
1176,fan,letter,249,20,>
1177,bus,gate,195,63,>
1178,window,van,587,6530,<
1179,door,scooter,68,201,<
1180,handle,vest,10,140,<
1181,truck,trim,114,42,>
1182,banner,train,29,276,<
1183,walkway,sign,731,130,>
1184,brick,tower,156,542,<
1185,racket,necklace,206,24,>
1186,hand,desk,105,318,<
1187,car,seat,774,314,>
1188,cloth,sink,52,165,<
1189,design,mountain,11,122,<
1190,forest,dog,395,94,>
1191,ring,building,35,214,<
1192,couch,seat,242,51,>
1193,window,officer,27,178,<
1194,horse,carrot,129,20,>
1195,number,bumper,13,207,<
1196,van,bus,701,2319,<
1197,button,coffee maker,16,84,<
1198,paper,drawer,85,213,<
1199,feather,horse,15,225,<
1200,wave,beard,167,11,>
1201,cake,fruit,333,65,>
1202,glass,mountain,53,275,<
1203,leg,statue,32,254,<
1204,plate,family,2,119,<
1205,ski,ski resort,6,112,<
1206,wheel,head light,135,18,>
1207,zebra,stone,1172,257,>
1208,brick,table,239,770,<
1209,spoon,bit,128,12,>
1210,bag,book,1129,435,>
1211,lid,letter,88,34,>
1212,pitcher,crowd,56,198,<
1213,candle,tie,38,198,<
1214,field,dog,1604,419,>
1215,cap,bolt,88,19,>
1216,steak,glass,104,17,>
1217,tail,vegetation,5,128,<
1218,sign,traffic,186,739,<
1219,ramp,window,475,64,>
1220,variety,shirt,150,41,>
1221,statue,coat,161,37,>
1222,surf board,rope,161,58,>
1223,coat,book,305,85,>
1224,cop,shirt,102,8,>
1225,cleat,frisbee,100,443,<
1226,eye,tennis,4,264,<
1227,key,head,7,146,<
1228,plane nose,stripe,30,116,<
1229,animal,bucket,84,19,>
1230,bag,tarp,39,105,<
1231,fixture,pole,41,115,<
1232,balcony,hand,92,27,>
1233,advertisement,dog,40,105,<
1234,number,jean,48,388,<
1235,sandwich,tree,174,50,>
1236,cup,box,198,635,<
1237,t-shirt,bird,103,28,>
1238,blouse,ring,98,2,>
1239,stripe,tarp,31,98,<
1240,cone,kid,9,114,<
1241,symbol,fence,6,108,<
1242,boat,level,138,39,>
1243,onion,variety,1,104,<
1244,boulder,giraffe,468,1611,<
1245,pillar,house,51,190,<
1246,window,elephant,54,1047,<
1247,skier,mitten,108,17,>
1248,spot,meat,14,177,<
1249,glass,clothing,40,149,<
1250,coffee maker,cup,138,23,>
1251,post,day,4,141,<
1252,window,stripe,1204,2832,<
1253,phone,tattoo,171,39,>
1254,ear,hill,31,643,<
1255,door,train,896,9764,<
1256,cone,van,66,238,<
1257,beam,door,187,39,>
1258,display,flower,160,27,>
1259,donut,strawberry,126,32,>
1260,whisker,book,30,77,<
1261,bottom,sink,105,417,<
1262,toaster,fridge,3,123,<
1263,lid,vase,15,130,<
1264,mug,lamp,11,95,<
1265,sink,plate,303,43,>
1266,cap,truck,109,594,<
1267,table,ham,102,37,>
1268,label,bag,37,363,<
1269,bunch,ear,483,49,>
1270,vegetable,hole,101,5,>
1271,handle bar,bike,50,527,<
1272,cathedral,building,86,35,>
1273,bed spread,curtain,134,50,>
1274,lettering,railing,19,83,<
1275,sandwich,beef,221,31,>
1276,dog,id tag,113,0,>
1277,ball,racket,501,1365,<
1278,head,something,39,109,<
1279,portrait,table,30,117,<
1280,block,door,84,196,<
1281,racket,letter,803,86,>
1282,ski,window,467,53,>
1283,blender,hand,151,37,>
1284,pizza,shrimp,191,6,>
1285,umbrella,cactus,369,114,>
1286,tarp,building,64,202,<
1287,pillow,book,3067,1303,>
1288,butter,table,42,129,<
1289,branch,eye,921,26,>
1290,kid,bracelet,138,11,>
1291,bulb,toilet,3,187,<
1292,curtain,cloth,315,98,>
1293,leaf,poster,34,88,<
1294,track,hat,935,75,>
1295,strap,wood,26,104,<
1296,bag,ski,50,235,<
1297,spot,bar,23,166,<
1298,case,latch,105,11,>
1299,napkin,wine,96,229,<
1300,train,day time,2,143,<
1301,bag,knob,264,25,>
1302,clothe,button,87,15,>
1303,fish,cat,6,108,<
1304,face,skirt,17,86,<
1305,rock,park,9,101,<
1306,zebra,belly,557,50,>
1307,zebra,skin,363,35,>
1308,track,stripe,463,110,>
1309,vegetable,cucumber,463,98,>
1310,wave,feather,169,34,>
1311,jet,truck,163,44,>
1312,stair,handle,91,15,>
1313,window,cabin,13,231,<
1314,windmill,pole,180,1,>
1315,ripple,bridge,68,524,<
1316,window,wave,39,292,<
1317,bucket,sweater,11,97,<
1318,hat,crowd,179,1386,<
1319,calf,tail,145,10,>
1320,foot,zebra,82,812,<
1321,elephant,spot,1252,94,>
1322,parrot,feather,536,119,>
1323,shade,boat,36,89,<
1324,day,bird,594,20,>
1325,body,tire,199,27,>
1326,cabinet,wheel,150,13,>
1327,fence,seat,236,74,>
1328,watch,vest,5,163,<
1329,rim,number,110,27,>
1330,fire extinguisher,wood,22,92,<
1331,spot,fork,36,224,<
1332,sock,elephant,6,121,<
1333,pillow,head board,164,900,<
1334,lamp,bus,41,211,<
1335,apple,cluster,33,114,<
1336,fence,arm,719,205,>
1337,plate,window,411,1351,<
1338,lamp,quilt,24,275,<
1339,helmet,cycle,22,162,<
1340,paper,refrigerator,24,469,<
1341,building,window,58855,4393,>
1342,hotel,light,99,13,>
1343,wood,rock,757,238,>
1344,letter,table cloth,15,138,<
1345,shirt,lamb,22,101,<
1346,stove,number,124,1,>
1347,sign,dock,26,84,<
1348,corn,table,44,191,<
1349,light,cellphone,89,253,<
1350,cat,baby,101,248,<
1351,beach,cord,137,36,>
1352,bell,clock,342,839,<
1353,tie,ear ring,114,2,>
1354,dolphin,boat,22,94,<
1355,glove,hill,31,825,<
1356,triangle,shirt,47,148,<
1357,sink,bottom,417,105,>
1358,plate,sprig,202,17,>
1359,foliage,leaf,658,73,>
1360,petal,butterfly,12,167,<
1361,guard,hat,99,8,>
1362,beach,bottom,231,36,>
1363,scissor,pair,84,213,<
1364,animal,keyboard,25,113,<
1365,bin,apple,281,70,>
1366,paper,tip,126,3,>
1367,sun glass,umbrella,15,215,<
1368,car,motor cycle,42,104,<
1369,onion,shirt,60,221,<
1370,wood,fixture,232,62,>
1371,collar,carpet,10,123,<
1372,shirt,step,442,1117,<
1373,cat,figurine,267,29,>
1374,pillow,cat nose,267,2,>
1375,wire,pen,117,31,>
1376,bag,head,637,264,>
1377,door,keyboard,208,60,>
1378,strap,jean,70,309,<
1379,spectator,sneaker,185,36,>
1380,tip,train,8,144,<
1381,lettering,letter,1713,303,>
1382,bit,cheese,28,102,<
1383,cat,paw,4549,377,>
1384,day,house,247,21,>
1385,candle,plate,462,1854,<
1386,batter,sock,575,58,>
1387,couch,control,699,36,>
1388,sticker,glass,90,355,<
1389,stripe,tan,57,274,<
1390,book,fur,154,49,>
1391,garbage,table,10,153,<
1392,baby,pacifier,340,22,>
1393,lettering,bat,6,96,<
1394,tip,head,20,152,<
1395,animal,cap,186,37,>
1396,pasta,bowl,99,282,<
1397,shirt,lady,224,67,>
1398,plate,skirt,30,72,<
1399,bag,bedspread,8,92,<
1400,wheel,cake,22,149,<
1401,hydrant,flower,300,46,>
1402,elephant,mirror,121,43,>
1403,bit,table,53,183,<
1404,rhino,horn,117,8,>
1405,bed,vase,259,8,>
1406,cup,tub,23,89,<
1407,foam,bear,19,94,<
1408,window,bell,268,97,>
1409,tree,vent,317,34,>
1410,banana,nail,156,4,>
1411,sock,dog,62,625,<
1412,carrot,pizza,11,201,<
1413,pair,ear,1338,154,>
1414,television,toy,97,17,>
1415,book,tan,83,297,<
1416,glass,robe,18,218,<
1417,sticker,shirt,83,1050,<
1418,hand,tshirt,55,244,<
1419,sofa,blanket,428,95,>
1420,glove,advertisement,22,96,<
1421,head,bicycle,34,297,<
1422,mountain,pack,287,25,>
1423,shoe,pack,69,218,<
1424,kite,sleeve,224,61,>
1425,face,blanket,54,168,<
1426,light,tennis,25,179,<
1427,pan,button,133,12,>
1428,umbrella,mask,140,59,>
1429,shot,tree,226,29,>
1430,jacket,neon,138,40,>
1431,ramp,wheel,723,21,>
1432,sheep grazing,tree,80,301,<
1433,bird,neck,1290,173,>
1434,plate,celery,173,11,>
1435,light,telephone,172,58,>
1436,bear,tire,307,119,>
1437,hat,collar,339,50,>
1438,outlet,towel,33,660,<
1439,clock,stain,128,36,>
1440,tier,flower,143,20,>
1441,jean,star,90,20,>
1442,pimple,cat,0,149,<
1443,duck,bridge,33,168,<
1444,truck,barrel,253,35,>
1445,selfie,phone,134,18,>
1446,bag,awning,92,325,<
1447,window,style,31,117,<
1448,giraffe,bridge,196,22,>
1449,t-shirt,house,60,147,<
1450,flower,stand,92,353,<
1451,bird,bark,234,99,>
1452,jelly,donut,93,288,<
1453,loveseat,window,91,10,>
1454,tomato,umbrella,11,96,<
1455,rug,eye,180,21,>
1456,grill,tree,79,375,<
1457,train,boxcar,145,41,>
1458,cone,jacket,81,281,<
1459,curtain,keyboard,399,60,>
1460,couple,ear,405,18,>
1461,glass,coat,369,1392,<
1462,wire,gravel,337,118,>
1463,bench,tile,909,207,>
1464,pepper,bag,35,129,<
1465,trash,pipe,149,60,>
1466,couch,foot,317,34,>
1467,vase,handle,1411,165,>
1468,bedspread,pattern,97,11,>
1469,light,passenger,46,189,<
1470,flower,grape,92,36,>
1471,building,shirt,10131,2590,>
1472,cow,container,280,71,>
1473,window,crane,77,649,<
1474,light,day,9,396,<
1475,pepper,rice,36,136,<
1476,barricade,shirt,85,34,>
1477,screw,pair,4,352,<
1478,candle,shirt,294,1893,<
1479,tshirt,shoe,239,33,>
1480,clock,pipe,289,66,>
1481,letter,cap,222,635,<
1482,window,sponge,154,2,>
1483,tie,apple,86,16,>
1484,muffler,tire,25,84,<
1485,heel,pant,21,126,<
1486,step,banner,37,127,<
1487,bolt,base,9,132,<
1488,cushion,button,224,6,>
1489,cow grazing,ear,113,10,>
1490,clock,dog,28,341,<
1491,head,bottle,324,133,>
1492,toe,pillow,7,161,<
1493,bow,tile,80,22,>
1494,mask,umpire,27,461,<
1495,gate,hand,129,21,>
1496,train,rivet,118,2,>
1497,taxi,shirt,266,78,>
1498,hat,elephant,454,4956,<
1499,bench,handle,571,34,>
1500,egg,cake,20,153,<
1501,trunk,guy,36,118,<
1502,bristle,brush,41,194,<
1503,office,book,139,9,>
1504,hood,knob,101,4,>
1505,cord,keyboard,337,1297,<
1506,paper,onion,303,88,>
1507,ring,blouse,2,98,<
1508,beard,eye,813,58,>
1509,fence,train,1203,3649,<
1510,rock,flock,9,118,<
1511,tire,turkey,18,99,<
1512,surfer,sticker,166,0,>
1513,counter,lamp,114,22,>
1514,kite,strap,151,58,>
1515,bunch,leg,153,33,>
1516,wood,boot,98,18,>
1517,tire,plate,100,41,>
1518,vase,artifact,46,125,<
1519,rail,helmet,301,51,>
1520,bar,towel,73,198,<
1521,fabric,couch,17,123,<
1522,mouth,flower,72,229,<
1523,day time,jacket,136,1,>
1524,guy,rope,118,49,>
1525,leaf,pane,118,3,>
1526,spot,stack,21,121,<
1527,shoe,banana,90,392,<
1528,bottle,faucet,118,285,<
1529,belly,bird,24,210,<
1530,clock,rim,122,40,>
1531,apple,tie,16,86,<
1532,hole,chocolate,13,100,<
1533,carrot,rabbit,25,125,<
1534,vase,bud,258,16,>
1535,glass,lunch,15,171,<
1536,pattern,pile,26,80,<
1537,bride,cake,678,262,>
1538,book,leaf,342,126,>
1539,plate,rib,93,22,>
1540,shore,cow,147,26,>
1541,elephant,tire,719,105,>
1542,glass,boat,151,455,<
1543,weather,kite,179,13,>
1544,pattern,dog,296,803,<
1545,footboard,bed,36,202,<
1546,base,bolt,132,9,>
1547,bagel,plate,96,412,<
1548,elephant,weather,17,96,<
1549,sock,advertisement,29,111,<
1550,curb,trash,74,26,>
1551,event,kite,106,39,>
1552,curtain,statue,126,14,>
1553,dial,stove,9,170,<
1554,stack,door,136,441,<
1555,cream,spoon,67,170,<
1556,fabric,ear,166,32,>
1557,cloth,handle,273,56,>
1558,panda,arm,77,26,>
1559,stripe,cat nose,162,3,>
1560,plate,spinach,598,145,>
1561,tooth,umbrella,13,94,<
1562,bin,book,144,60,>
1563,counter,knob,459,24,>
1564,balloon,bike,11,124,<
1565,bracelet,head,28,186,<
1566,plant,computer,52,129,<
1567,bank,rock,92,15,>
1568,clock,sheet,29,92,<
1569,vase,rug,62,602,<
1570,tire,ladder,60,227,<
1571,chicken,bean,107,27,>
1572,plate,card,183,45,>
1573,mouth,leg,37,735,<
1574,drain,towel,15,368,<
1575,plant,rose,130,52,>
1576,crosswalk,coat,132,27,>
1577,plane,door,3337,138,>
1578,rope,railing,30,80,<
1579,antelope,tree,43,276,<
1580,bag,monitor,68,192,<
1581,leaf,squirrel,55,194,<
1582,hump,bear,36,211,<
1583,plate,tree,229,754,<
1584,cup,dress,45,394,<
1585,clock,track,9,143,<
1586,ball,cow,7,165,<
1587,sofa,control,249,5,>
1588,candle,base,29,80,<
1589,cat,woman,83,30,>
1590,gold,letter,91,27,>
1591,smile,phone,34,104,<
1592,cab,flag,118,11,>
1593,fan,plate,76,31,>
1594,kite,boat,782,173,>
1595,telephone,window,25,346,<
1596,logo,runway,13,127,<
1597,center,letter,173,65,>
1598,chain,sheep,22,92,<
1599,forest,bear,561,190,>
1600,dish,crust,122,18,>
1601,pile,stripe,234,78,>
1602,dog,lamp,916,190,>
1603,hill,tower,206,61,>
1604,jacket,pony tail,80,29,>
1605,kitchen,shirt,1128,171,>
1606,lamppost,train,17,100,<
1607,tarp,sneaker,118,7,>
1608,kitchen,t-shirt,100,14,>
1609,couch,pile,118,30,>
1610,herd,tusk,186,0,>
1611,cellphone,strap,126,52,>
1612,hat,barrel,39,163,<
1613,chin,hat,14,179,<
1614,frame,horse,29,105,<
1615,raft,mountain,25,133,<
1616,dog,crack,579,119,>
1617,bottle,salad,25,104,<
1618,wheel,hose,25,97,<
1619,door,boot,143,44,>
1620,vest,truck,112,425,<
1621,smile,face,27,95,<
1622,light,policeman,12,189,<
1623,bottle,menu,40,228,<
1624,pair,belt,600,99,>
1625,boat,hat,3658,551,>
1626,banana,forest,6,100,<
1627,logo,tree,133,1996,<
1628,keyboard,logo,645,15,>
1629,snow,pant,10872,3770,>
1630,pant,surf board,40,194,<
1631,shirt,curb,201,479,<
1632,sandwich,bun,733,159,>
1633,jean,bucket,207,35,>
1634,stem,window,48,166,<
1635,table,ball,355,73,>
1636,post,curtain,21,82,<
1637,beach,shoe,593,42,>
1638,jockey,jacket,119,24,>
1639,ribbon,teddy,49,274,<
1640,wave,leg,1855,98,>
1641,roof,church,17,124,<
1642,shelf,wire,135,49,>
1643,bowl,pen,95,9,>
1644,bus,star,207,7,>
1645,carpet,book,698,281,>
1646,tree,arm rest,121,15,>
1647,bird,nail,286,15,>
1648,flower,park,61,146,<
1649,rug,lamp,1605,256,>
1650,sauce,dessert,14,113,<
1651,horn,buffalo,10,103,<
1652,train,photograph,35,110,<
1653,steel,knob,174,7,>
1654,paper,umbrella,73,329,<
1655,dog,graffiti,138,45,>
1656,deer,ear,133,14,>
1657,monitor,sticker,129,6,>
1658,dog nose,frisbee,24,545,<
1659,bucket,truck,17,184,<
1660,handle,jacket,81,832,<
1661,wrap,shirt,44,143,<
1662,control,blind,19,139,<
1663,television,bottom,136,26,>
1664,glove,logo,295,96,>
1665,cow,pant,950,135,>
1666,paper,cat,406,2302,<
1667,dog nose,hat,2,152,<
1668,meal,bowl,465,63,>
1669,wave,symbol,206,4,>
1670,fence,lettering,263,37,>
1671,bowl,lettuce,458,191,>
1672,faucet,counter,49,517,<
1673,clock,gargoyle,96,22,>
1674,mushroom,pizza,293,3220,<
1675,label,umbrella,50,137,<
1676,watch,stack,18,86,<
1677,goat,pant,126,20,>
1678,forest,building,285,50,>
1679,flag,series,4,125,<
1680,dress,tattoo,135,17,>
1681,label,hat,30,124,<
1682,dog,straw,499,98,>
1683,spot,curtain,15,205,<
1684,guy,t-shirt,1022,364,>
1685,clock,tennis,1,140,<
1686,globe,building,14,193,<
1687,animal,ribbon,345,33,>
1688,menu,bottle,228,40,>
1689,bike,brick,979,403,>
1690,shirt,tea pot,84,21,>
1691,net,advertisement,116,9,>
1692,jacket,kid,543,1449,<
1693,paint,elephant,50,227,<
1694,leg,bull,69,279,<
1695,rope,guy,49,118,<
1696,visor,shirt,228,1329,<
1697,ribbon,table,36,222,<
1698,paper,lettuce,262,88,>
1699,soccer,ball,1043,95,>
1700,giraffe,day,165,386,<
1701,jet,star,97,15,>
1702,bath tub,sink,335,100,>
1703,mirror,dryer,101,16,>
1704,plate,hoodie,19,103,<
1705,roll,dog,31,186,<
1706,trail,leaf,214,32,>
1707,buckle,dog,0,503,<
1708,field,horn,455,18,>
1709,computer,soda,134,3,>
1710,spatula,cake,51,442,<
1711,bench,giraffe,15,147,<
1712,baby,cloth,149,47,>
1713,button,trash,36,137,<
1714,label,head,16,94,<
1715,mouth,fur,103,524,<
1716,door,pane,340,14,>
1717,bird,plane,184,519,<
1718,tennis,marking,105,12,>
1719,vein,hand,4,117,<
1720,menu,tomato,90,20,>
1721,apple,basket,286,947,<
1722,jean,plane,23,202,<
1723,kitchen,lid,97,6,>
1724,tennis,person,259,16,>
1725,table,control,590,188,>
1726,livestock,cow,183,39,>
1727,sign,suit case,21,93,<
1728,fridge,light,726,104,>
1729,leaf,puddle,25,76,<
1730,cow nose,cow,167,5304,<
1731,rose,table,174,427,<
1732,blade,knife,77,388,<
1733,bell,number,127,41,>
1734,truck,shingle,98,9,>
1735,bench,litter,85,15,>
1736,soup,utensil,91,12,>
1737,wheel,runway,12,507,<
1738,tooth,collar,25,103,<
1739,shirt,dispenser,98,15,>
1740,crowd,number,408,32,>
1741,dirt,train,203,637,<
1742,towel,wood,162,465,<
1743,day,branch,108,3,>
1744,leaf,spinach,46,111,<
1745,crumb,meat,26,115,<
1746,pitcher,bottle,148,45,>
1747,shirt,waist,79,21,>
1748,rectangle,train,4,137,<
1749,towel,bench,45,206,<
1750,microphone,jacket,56,183,<
1751,helmet,skate,16,106,<
1752,backpack,train,111,1073,<
1753,bolt,hydrant,13,601,<
1754,bottle,finger,100,32,>
1755,taxi,building,159,506,<
1756,plane,spot,241,37,>
1757,cactus,bunch,18,100,<
1758,vehicle,cow,128,314,<
1759,bumper,building,65,192,<
1760,pant,beanie,289,63,>
1761,pants,hat,86,26,>
1762,clothe,sock,106,8,>
1763,frisbee,paw,130,9,>
1764,room,window,219,60,>
1765,window,automobile,35,147,<
1766,cat,cup,1130,150,>
1767,dog,frisbee,14583,3124,>
1768,pasta,tomato,99,10,>
1769,bottom,towel,71,167,<
1770,pant,sticker,213,10,>
1771,letter,scratch,177,31,>
1772,flower,fridge,25,159,<
1773,leg,park,15,109,<
1774,button,bowl,74,528,<
1775,kitchen,jacket,83,20,>
1776,helmet,center,20,82,<
1777,cake,blueberry,95,5,>
1778,mushroom,noodle,32,92,<
1779,horse,tire,1198,111,>
1780,foam,foot,126,7,>
1781,clock,weather,13,101,<
1782,boat,sleeve,85,16,>
1783,backpack,couch,21,106,<
1784,umbrella,butterfly,132,4,>
1785,tan,eye,533,21,>
1786,cheek,head,2,107,<
1787,camera,selfie,23,280,<
1788,shirt,level,18,128,<
1789,wire,backpack,84,31,>
1790,fence,lamp,116,21,>
1791,goggle,pair,174,727,<
1792,head band,tennis,5,286,<
1793,towel,pant,83,230,<
1794,window,field,52,715,<
1795,kid,jersey,197,51,>
1796,couch,fan,312,31,>
1797,fur,ram,23,130,<
1798,light,court,35,99,<
1799,fence,helmet,2679,274,>
1800,bike,day,20,199,<
1801,uniform,elephant,31,138,<
1802,berry,bowl,13,169,<
1803,phone,ring,1000,78,>
1804,tattoo,guy,16,432,<
1805,pack,jean,52,155,<
1806,ring,book,44,359,<
1807,tail,dog,248,3405,<
1808,ear,mountain,35,785,<
1809,couple,head,418,36,>
1810,cloth,kite,17,109,<
1811,arm,glove,408,140,>
1812,helmet,athlete,2,185,<
1813,banana,blueberry,207,36,>
1814,cement,shoe,208,22,>
1815,cord,beach,36,137,<
1816,towel,door,423,1823,<
1817,frisbee,shrub,72,170,<
1818,television,controller,161,40,>
1819,horse,boat,492,186,>
1820,vest,hill,14,111,<
1821,petal,plant,20,236,<
1822,ribbon,door,40,117,<
1823,glove,motorcyclist,2,113,<
1824,book,outlet,142,12,>
1825,chandelier,plant,196,54,>
1826,cowboy,hat,217,33,>
1827,sink,soap,855,36,>
1828,tie,gown,16,108,<
1829,frame,giraffe,23,95,<
1830,towel,drain,368,15,>
1831,vent,truck,23,156,<
1832,beer,hat,36,103,<
1833,jean,bus,119,1045,<
1834,park,window,166,28,>
1835,controller,jean,78,244,<
1836,foot,uniform,20,125,<
1837,tree,stair,1116,343,>
1838,mountain,boot,362,8,>
1839,dresser,light,232,40,>
1840,bowl,sticker,377,45,>
1841,person,ear,122,24,>
1842,couch,beer,99,3,>
1843,board,surfer,894,2187,<
