,o1,o2,>,<,typical
949,cabinet,dial,134,2,>
950,guy,pillow,305,50,>
951,plane,crane,128,41,>
952,window,motor bike,24,166,<
953,car,locomotive,26,128,<
954,whisker,book,30,77,<
955,mitt,uniform,8,149,<
956,bed,beard,160,8,>
957,day,glove,198,5,>
958,broccoli,bit,101,22,>
959,fruit,sandwich,14,93,<
960,door,tent,13,92,<
961,table,wristwatch,114,5,>
962,mouth,guy,22,548,<
963,tree,rose,99,37,>
964,paw,cat,377,4549,<
965,kid,shirt,5663,2008,>
966,elephant,puddle,208,84,>
967,lid,door,42,299,<
968,skateboarding,hat,296,5,>
969,helmet,guy,235,1831,<
970,valley,sheep,190,40,>
971,calculator,button,193,2,>
972,seat,railing,31,79,<
973,guy,smile,128,7,>
974,jacket,policeman,25,118,<
975,surf board,design,241,22,>
976,park,cap,163,16,>
977,clothe,foot,85,28,>
978,body,tire,199,27,>
979,banner,tennis,45,186,<
980,toilet,wire,162,13,>
981,butterfly,plant,18,91,<
982,shirt,judge,30,72,<
983,sneaker,fence,68,636,<
984,meal,potato,273,15,>
985,spike,tree,27,90,<
986,bottle,finger,100,32,>
987,fence,book,79,23,>
988,dog,bowl,1209,290,>
989,tire,taxi,6,210,<
990,day time,sign,403,2,>
991,book,title,130,7,>
992,kite,cone,188,52,>
993,pedestrian,bus,83,515,<
994,tree,horseback,29,78,<
995,hill,orange,202,59,>
996,zebra,tuft,492,23,>
997,symbol,cat,8,218,<
998,building,pot,255,42,>
999,flower,pedal,456,33,>
1000,kitty,dog,82,22,>
1001,hat,star,151,48,>
1002,toilet,knob,1233,4,>
1003,shade,ear,128,8,>
1004,ball,goal,28,105,<
1005,zebra,tail,19688,928,>
1006,chocolate,dessert,31,181,<
1007,vent,knob,136,4,>
1008,bed,glass,775,76,>
1009,window,weather,14,206,<
1010,boot,clothe,10,93,<
1011,batter,sock,575,58,>
1012,knife,cabinet,41,385,<
1013,bike,spectator,96,41,>
1014,paper,tip,126,3,>
1015,pitcher,letter,322,32,>
1016,book,wood,357,1158,<
1017,napkin,bottom,151,32,>
1018,drawer,stack,155,28,>
1019,hand,symbol,259,36,>
1020,stand,base,134,33,>
1021,paw,couch,8,106,<
1022,wheel,case,28,87,<
1023,bed,object,377,7,>
1024,machine,glass,118,47,>
1025,hoof,rock,48,217,<
1026,fencing,letter,98,6,>
1027,arrow,traffic,8,112,<
1028,elephant,cow,219,36,>
1029,glass,rail,36,110,<
1030,guy,rope,118,49,>
1031,fence,wrinkle,115,11,>
1032,star,orange,64,184,<
1033,camera,sticker,208,21,>
1034,bottle,ring,222,47,>
1035,statue,helmet,129,12,>
1036,bus,awning,566,103,>
1037,spot,sign,202,633,<
1038,fence,bin,126,29,>
1039,tire,turkey,18,99,<
1040,moss,dog,38,374,<
1041,design,cat,370,1383,<
1042,stove,skillet,79,27,>
1043,kid,basket,131,16,>
1044,sign,day,71,925,<
1045,salt,plate,142,838,<
1046,blade,helicopter,29,93,<
1047,cat,bell,741,7,>
1048,bowl,butter,209,17,>
1049,basket,pillow,93,248,<
1050,guy,container,135,17,>
1051,spatula,cake,51,442,<
1052,car,animal,144,352,<
1053,stem,fruit,75,1171,<
1054,sleeve,skier,12,109,<
1055,counter,lamp,114,22,>
1056,jar,kitchen,1,140,<
1057,monkey,banana,526,156,>
1058,window,shrub,209,815,<
1059,zebra,face,2113,313,>
1060,cabinet,knob,2127,64,>
1061,jean,controller,244,78,>
1062,bench,label,172,16,>
1063,toilet,stall,35,106,<
1064,beef,sauce,102,38,>
1065,foot,seagull,17,86,<
1066,flower,number,555,130,>
1067,rock,object,236,93,>
1068,monument,shirt,95,15,>
1069,bowl,mustard,80,27,>
1070,surface,spoon,36,86,<
1071,car,seat,774,314,>
1072,lamp,valance,31,84,<
1073,logo,stripe,137,517,<
1074,knife,basket,39,162,<
1075,chrome,car,22,81,<
1076,broccoli,cucumber,198,83,>
1077,bowl,potato,498,165,>
1078,shirt,room,36,108,<
1079,pole,ice,42,107,<
1080,leaf,yard,30,237,<
1081,tarmac,engine,141,25,>
1082,day,branch,108,3,>
1083,tap,light,29,71,<
1084,liquid,glass,306,1008,<
1085,broccoli,dish,222,784,<
1086,petal,rose,35,474,<
1087,trash,frisbee,48,112,<
1088,dirt,logo,286,41,>
1089,tent,bag,352,88,>
1090,tent,stripe,89,29,>
1091,broccoli,rim,102,26,>
1092,kid,person,151,31,>
1093,crust,olive,196,54,>
1094,skin,apple,134,321,<
1095,grape,container,29,228,<
1096,meadow,zebra,104,26,>
1097,bridge,pole,1137,229,>
1098,banner,horse,77,523,<
1099,plate,napkin,5394,2010,>
1100,tattoo,table,25,137,<
1101,camera,couch,36,129,<
1102,handle,knife,203,1265,<
1103,paint,handle,166,71,>
1104,bowl,toaster,20,109,<
1105,tail end,tree,4,303,<
1106,guy,eye,986,25,>
1107,sandwich,bun,733,159,>
1108,hat,clothing,72,435,<
1109,button,beach,4,112,<
1110,light,hotel,13,99,<
1111,tower,bottom,145,44,>
1112,forest,shirt,572,49,>
1113,animal,snout,211,15,>
1114,stem,vase,190,1215,<
1115,vehicle,leaf,722,286,>
1116,label,clock,62,217,<
1117,bleacher,shirt,647,210,>
1118,tree,bag,3669,773,>
1119,calf,hoof,105,2,>
1120,tree,nostril,316,0,>
1121,juice,napkin,32,84,<
1122,eye,rug,21,180,<
1123,decoration,cat,64,186,<
1124,landscape,zebra,378,112,>
1125,boat,motor,1257,50,>
1126,handle,drawer,113,1273,<
1127,pitcher,head,159,40,>
1128,hill,ski,989,273,>
1129,finger,door,26,100,<
1130,tyre,bus,3,139,<
1131,soccer,shoe,647,5,>
1132,plant,dot,171,7,>
1133,shutter,flower,258,100,>
1134,key,phone,118,792,<
1135,window,automobile,35,147,<
1136,cow,ceiling,127,18,>
1137,hoof,sheep,24,536,<
1138,board,forest,10,98,<
1139,neck,suit,2,135,<
1140,bed spread,light,121,10,>
1141,letter,bird,60,447,<
1142,number,sleeve,35,104,<
1143,bottom,bus,145,547,<
1144,rug,dog nose,123,3,>
1145,lemon,container,22,84,<
1146,train,plaque,165,5,>
1147,bench,tile,909,207,>
1148,sign,screen,92,309,<
1149,lunch,fork,195,3,>
1150,fruit,surface,123,23,>
1151,dog,triangle,95,5,>
1152,uniform,sign,373,62,>
1153,bridge,glass,84,36,>
1154,baby,basket,120,32,>
1155,path,post,118,33,>
1156,key,bottle,47,270,<
1157,fence,baby,182,70,>
1158,curtain,phone,706,117,>
1159,tooth brush,tile,28,80,<
1160,sheep,number,342,55,>
1161,mug,microwave,10,204,<
1162,letter,device,5,115,<
1163,bicycle,hat,1390,172,>
1164,fur,bear,1960,7214,<
1165,park,bike,97,28,>
1166,ear,stripe,569,1737,<
1167,guy,cord,257,25,>
1168,glove,dirt,143,941,<
1169,truck,bar,158,26,>
1170,bell,building,40,325,<
1171,light,model,41,134,<
1172,door,glass,2062,701,>
1173,bed,keyboard,147,8,>
1174,spectator,umbrella,233,34,>
1175,cake,fruit,333,65,>
1176,t-shirt,sandal,143,46,>
1177,seat,bench,278,736,<
1178,mouse,monitor,94,2757,<
1179,orange,rack,29,82,<
1180,pizza,glass,7640,1141,>
1181,tail,bull,20,271,<
1182,skier,day,11,435,<
1183,tie,rose,124,25,>
1184,paper,collar,96,33,>
1185,hat,pizza,153,583,<
1186,truck,antenna,112,19,>
1187,umbrella,cow,154,578,<
1188,head,bicycle,34,297,<
1189,arm,teddy bear nose,135,2,>
1190,knob,steel oven,2,146,<
1191,spoon,pile,76,210,<
1192,guy,logo,751,62,>
1193,object,couch,30,206,<
1194,jacket,pony tail,80,29,>
1195,couch,eye,454,10,>
1196,phone,snow,19,98,<
1197,bottle,salad,25,104,<
1198,mountain,van,245,55,>
1199,handle,steel,26,201,<
1200,bird,bark,234,99,>
1201,sofa,stand,141,8,>
1202,woman,kite,68,205,<
1203,marker,tree,55,376,<
1204,scarf,light,298,114,>
1205,window,banner,434,1451,<
1206,label,bus,5,101,<
1207,elephant,weather,17,96,<
1208,screen,computer,183,563,<
1209,elephant,suit,263,39,>
1210,snout,leaf,30,97,<
1211,family,umbrella,145,44,>
1212,hat,bicycle,172,1390,<
1213,kid,t-shirt,473,187,>
1214,sandwich,parsley,150,6,>
1215,van,door,492,126,>
1216,sign,flyer,38,93,<
1217,giraffe,antler,280,7,>
1218,sign,bull,34,193,<
1219,mat,toilet,64,210,<
1220,handle,stripe,115,280,<
1221,train,balcony,225,29,>
1222,shoe,umbrella,409,5427,<
1223,umbrella,pocket,218,16,>
1224,dessert,napkin,199,32,>
1225,umbrella,stem,108,8,>
1226,pasture,animal,198,46,>
1227,cord,carpet,67,255,<
1228,counter,eye,113,10,>
1229,car,horn,118,35,>
1230,bed,stack,350,40,>
1231,squash,pepper,76,31,>
1232,skier,hill,518,1736,<
1233,nail,finger,7,210,<
1234,pillow,sock,249,78,>
1235,latch,luggage,7,115,<
1236,frame,logo,117,15,>
1237,person,pair,186,461,<
1238,herd,tusk,186,0,>
1239,meal,flower,115,1,>
1240,dog,lunch,5,136,<
1241,visor,shirt,228,1329,<
1242,elephant,surface,149,51,>
1243,bear,rock,9784,4191,>
1244,skateboarding,wheel,479,3,>
1245,tip,branch,3,134,<
1246,wire,pen,117,31,>
1247,microwave,cord,376,34,>
1248,fur,cat,710,6035,<
1249,cat,scarf,233,23,>
1250,hole,eye,80,32,>
1251,cheese,lunch,1,134,<
1252,handle,bath tub,2,143,<
1253,vase,car,79,25,>
1254,leaf,van,273,889,<
1255,bike,head light,159,11,>
1256,horse,post,1809,320,>
1257,umbrella,plastic,131,30,>
1258,onion,veggie,45,138,<
1259,podium,tie,162,8,>
1260,meal,meat,533,21,>
1261,window,key,688,50,>
1262,leaf,shore,12,99,<
1263,dot,horse,3,140,<
1264,curtain,poster,288,37,>
1265,letter,market,1,128,<
1266,bottom,mouth,120,42,>
1267,pant,trouser,161,4,>
1268,buffalo,cow,43,123,<
1269,table,drawer,596,119,>
1270,tree,airplane nose,129,17,>
1271,ladder,giraffe,28,148,<
1272,purse,tan,33,81,<
1273,stem,window,48,166,<
1274,kitchen,mug,108,3,>
1275,paper,pizza,338,1167,<
1276,tire,curb,70,173,<
1277,pillow,bracelet,183,8,>
1278,light,statue,169,483,<
1279,bit,bowl,16,194,<
1280,cabinet,letter,189,18,>
1281,t-shirt,strap,164,17,>
1282,cloth,candle,176,13,>
1283,tongue,hat,23,80,<
1284,rail,glass,110,36,>
1285,bag,coat,622,1656,<
1286,rack,bag,132,54,>
1287,cake,orange,463,98,>
1288,table,pipe,117,35,>
1289,beach,ball,294,33,>
1290,horse,foam,137,42,>
1291,tub,knob,229,1,>
1292,hand,thumb,1450,140,>
1293,toilet,lever,377,4,>
1294,key,pair,33,315,<
1295,number,smoke,10,259,<
1296,bowl,steel,36,89,<
1297,herd,horn,232,2,>
1298,bike,trash,292,32,>
1299,pan,onion,130,31,>
1300,turf,sock,110,14,>
1301,produce,bag,113,37,>
1302,jacket,mug,109,2,>
1303,field,bicycle,110,17,>
1304,rain,bag,323,41,>
1305,car,glove,310,72,>
1306,ring,computer,5,107,<
1307,spectator,hand,324,91,>
1308,eye,phone,67,1077,<
1309,apple,donut,27,102,<
1310,elephant,calf,211,69,>
1311,number,cloth,8,132,<
1312,pair,wheel,1294,255,>
1313,eye,key,20,87,<
1314,tooth,sink,151,21,>
1315,cow,skirt,121,16,>
1316,refrigerator,container,433,17,>
1317,table,handle,1677,291,>
1318,paper,tomato,268,94,>
1319,blind,bottle,273,15,>
1320,bicycle,sneaker,165,24,>
1321,cockpit,jet,12,615,<
1322,window,deck,57,396,<
1323,toilet,mat,210,64,>
1324,meat,stem,115,6,>
1325,tail,jet,140,1274,<
1326,eye,cub,0,152,<
1327,knob,glass,58,354,<
1328,jean short,umbrella,28,116,<
1329,tomato,paper,94,268,<
1330,book,tan,83,297,<
1331,flag,skier,325,1125,<
1332,tip,giraffe,11,768,<
1333,day,clock,265,32,>
1334,curtain,cat nose,114,0,>
1335,bag,hole,186,36,>
1336,cap,horse,150,2114,<
1337,park,wheel,139,8,>
1338,sweater,bow,154,10,>
1339,baby,bottle,431,15,>
1340,tooth brush,baby,43,188,<
1341,shirt,wrapper,100,23,>
1342,train,number,11410,222,>
1343,blender,refrigerator,21,138,<
1344,logo,train,85,1660,<
1345,ripple,shore,40,146,<
1346,fan,sink,41,101,<
1347,ramp,leaf,327,37,>
1348,tile,switch,442,28,>
1349,dog,thumb,352,16,>
1350,sandwich,salad,864,321,>
1351,logo,wire,24,241,<
1352,wristwatch,dog,18,114,<
1353,pasture,sheep,802,94,>
1354,boat,paddle,974,302,>
1355,coat,zipper,158,9,>
1356,board,switch,132,0,>
1357,bowl,jacket,46,348,<
1358,giraffe,t-shirt,223,80,>
1359,skier,parka,78,30,>
1360,broccoli,ham,33,77,<
1361,umbrella,weed,122,19,>
1362,shrimp,broccoli,548,134,>
1363,ear,track,8,120,<
1364,switch,blender,4,175,<
1365,tip,jacket,7,271,<
1366,sock,advertisement,29,111,<
1367,logo,advertisement,40,202,<
1368,door,night stand,83,22,>
1369,bird,boat,1367,3756,<
1370,cup,keyboard,157,986,<
1371,cd,table,23,107,<
1372,glove,bird,30,90,<
1373,pillow,eyebrow,110,2,>
1374,scarf,glass,748,280,>
1375,table,quilt,21,90,<
1376,chain,jean,56,132,<
1377,tent,plane,31,132,<
1378,wave,photograph,25,125,<
1379,kid,flower,343,60,>
1380,microwave,sweater,24,76,<
1381,court,cap,307,31,>
1382,belt,cake,7,152,<
1383,letter,container,39,471,<
1384,bag,rail,52,123,<
1385,phone,watch,596,62,>
1386,lawn,pant,90,26,>
1387,rug,cushion,265,94,>
1388,wire,dog,167,621,<
1389,skillet,handle,95,8,>
1390,cat,rope,158,57,>
1391,head,handle,205,84,>
1392,hat,bow tie,251,44,>
1393,swimmer,surfer,44,154,<
1394,plate,tv,64,227,<
1395,boat,glove,138,8,>
1396,number,paper,72,355,<
1397,meal,basket,95,6,>
1398,kite,dot,103,1,>
1399,jacket,watch,461,31,>
1400,sneaker,tarp,7,118,<
1401,horse,bandana,126,30,>
1402,cushion,wood,61,219,<
1403,computer,finger,93,14,>
1404,pole,rust,101,43,>
1405,bracket,sign,49,465,<
1406,buggy,car,103,37,>
1407,building,garbage,295,53,>
1408,flag,forest,3,154,<
1409,girl,plate,31,77,<
1410,kite,fish,199,64,>
1411,building,pedestrian,528,135,>
1412,rack,stove,26,108,<
1413,tape,bag,31,91,<
1414,curtain,cloth,315,98,>
1415,basket,bottom,116,48,>
1416,portion,guy,27,75,<
1417,label,wood,29,116,<
1418,flower,shelf,194,515,<
1419,bow tie,button,201,48,>
1420,bird,park,20,109,<
1421,vegetable,surface,97,41,>
1422,name,plane,72,650,<
1423,lunch,glass,171,15,>
1424,stone,stair,62,145,<
1425,pizza,fork,6014,581,>
1426,number,bear,17,326,<
1427,window,apartment,16,159,<
1428,spot,table cloth,8,101,<
1429,cabinet,pot,852,155,>
1430,donut,lid,155,42,>
1431,building,puddle,133,43,>
1432,bike,helmet,5280,483,>
1433,chest,ear,108,34,>
1434,orange,utensil,91,32,>
1435,mouth,plant,23,261,<
1436,light,series,41,190,<
1437,fridge,container,240,22,>
1438,belly,cow,53,389,<
1439,spoon,dinner,1,103,<
1440,cow,sign,1465,252,>
1441,lawn,fence,179,73,>
1442,sugar,bread,12,113,<
1443,foliage,flower,246,64,>
1444,camera,television,36,89,<
1445,switch,shelf,6,162,<
1446,hole,sign,93,1168,<
1447,face,bat,13,153,<
1448,cable,car,250,83,>
1449,bed,phone,1223,82,>
1450,elephant poop,elephant,7,197,<
1451,portion,logo,119,17,>
1452,locomotive,number,222,3,>
1453,lunch,bowl,150,1,>
1454,hand,sticker,284,61,>
1455,pepper,dog,53,702,<
1456,tree,bracket,147,9,>
1457,pen,hand,71,251,<
1458,swing,ball,118,8,>
1459,van,number,410,32,>
1460,horse,shoulder,145,3,>
1461,glare,toilet,1,103,<
1462,building,collar,151,17,>
1463,glove,hole,73,30,>
1464,balcony,train,29,225,<
1465,mouse,television,5,101,<
1466,umbrella,stripe,1477,358,>
1467,bed,bedsheet,162,41,>
1468,tool,table,32,81,<
1469,mouth,bat,4,110,<
1470,bench,watch,511,31,>
1471,door,sock,153,33,>
1472,hat,wrinkle,96,22,>
1473,board,handle,882,120,>
1474,foliage,leaf,658,73,>
1475,handle,leg,67,168,<
1476,flag,beach,169,594,<
1477,dress,necklace,926,54,>
1478,book,bag,435,1129,<
1479,bow,toy,26,202,<
1480,bed,spot,252,13,>
1481,kid,face,308,65,>
1482,couple,pair,532,92,>
1483,hoof,mane,31,147,<
1484,glass,finger,477,148,>
1485,cab,flag,118,11,>
1486,suit,pen,126,9,>
1487,wheel,cake,22,149,<
1488,towel,apron,19,170,<
1489,fence,ball,1550,353,>
1490,soda,dog,43,253,<
1491,board,note,121,12,>
1492,motorcyclist,glove,113,2,>
1493,pole,kid,145,435,<
1494,clock,crown,125,16,>
1495,design,ski,7,148,<
1496,arm,spectator,44,194,<
1497,smile,face,27,95,<
1498,sedan,building,61,336,<
1499,sofa,sock,143,8,>
1500,cone,board,14,107,<
1501,refrigerator,house,80,26,>
1502,bed,drawer,850,56,>
1503,screw,letter,57,193,<
1504,building,reflector,158,10,>
1505,horse,rock,3096,1005,>
1506,rail,stripe,152,62,>
1507,hook,shirt,17,88,<
1508,ring,blanket,10,141,<
1509,banner,truck,47,284,<
1510,candle,couch,21,649,<
1511,spot,cake,16,212,<
1512,ear,clothe,12,148,<
1513,cat,fixture,150,18,>
1514,dog,deck,73,202,<
1515,surface,ball,95,24,>
1516,sheep,hoof,536,24,>
1517,clock,skeleton,76,26,>
1518,curtain,book,1511,239,>
1519,bicycle,cat,438,111,>
1520,eye,luggage,3,101,<
1521,guy,keyboard,99,16,>
1522,kitchen,banana,129,3,>
1523,bag,sheep,39,191,<
1524,plate,foam,118,22,>
1525,toe nail,dog,0,134,<
1526,macaroni,plate,127,314,<
1527,costume,shirt,277,55,>
1528,elephant,house,315,132,>
1529,dog,sleeve,345,91,>
1530,bump,tree,15,86,<
1531,weed,hat,98,25,>
1532,horse,horn,247,53,>
1533,strap,giraffe,8,134,<
1534,tower,light,1081,217,>
1535,automobile,building,26,77,<
1536,chicken,bean,107,27,>
1537,mirror,clock,661,118,>
1538,pair,net,87,485,<
1539,forest,glove,159,13,>
1540,shoe,clothe,37,368,<
1541,racket,logo,751,74,>
1542,peach,pillow,120,30,>
1543,leaf,poster,34,88,<
1544,branch,feather,529,103,>
1545,eye,bottom,47,331,<
1546,bed,blind,803,138,>
1547,bucket,kid,12,108,<
1548,base,bench,91,387,<
1549,table cloth,spot,101,8,>
1550,tv,decoration,107,23,>
1551,meat,type,35,132,<
1552,grill,bus,64,524,<
1553,planter,bench,85,281,<
1554,pot,cabinet,155,852,<
1555,hoodie,beach,16,89,<
1556,meal,shrimp,97,17,>
1557,day,truck,260,35,>
1558,fan,glove,144,15,>
1559,mouth,foot,15,142,<
1560,guy,board,552,214,>
1561,jar,bag,37,222,<
1562,lamppost,sign,210,88,>
1563,bulb,light,106,329,<
1564,beach,wheel,177,14,>
1565,daisy,leaf,103,6,>
1566,tile,photograph,16,84,<
1567,plant,container,277,90,>
1568,dog,diamond,105,6,>
1569,window,officer,27,178,<
1570,toaster,drawer,26,80,<
1571,stand,mouse,82,30,>
1572,pot,cake,16,86,<
1573,scenery,tree,97,9,>
1574,pedestrian,bag,201,24,>
1575,car,park,99,368,<
1576,gazelle,horn,207,6,>
1577,spoon,bit,128,12,>
1578,scarf,snow,179,706,<
1579,sandwich,pair,279,41,>
1580,bolt,hydrant,13,601,<
1581,helmet,path,16,145,<
1582,book,day,15,86,<
1583,person,bike,35,163,<
1584,bit,table,53,183,<
1585,display,bag,191,69,>
1586,frisbee,strap,118,14,>
1587,tv,base,78,22,>
1588,fridge,light,726,104,>
1589,phone,bench,255,637,<
1590,mast,sail boat,32,92,<
1591,phone,train,31,201,<
1592,meal,chicken,171,3,>
1593,tail,forest,9,220,<
1594,cow,skin,267,49,>
1595,tree,plate,754,229,>
1596,cement,rock,93,39,>
1597,keyboard,apple,164,35,>
1598,train,dirt,637,203,>
1599,pole,park,52,250,<
1600,foam,foot,126,7,>
1601,pear,banana,138,331,<
1602,umpire,shoe,1174,70,>
1603,sandwich,fork,2006,237,>
1604,name,dog,31,168,<
1605,zipper,dog,18,348,<
1606,jean,sofa,70,234,<
1607,railing,plant,213,74,>
1608,cap,stand,35,236,<
1609,glass,boat,151,455,<
1610,bag,ribbon,159,37,>
1611,hand,snow board,10,185,<
1612,bed,number,177,5,>
1613,gate,hand,129,21,>
1614,spot,bunch,34,359,<
1615,bag,tarp,39,105,<
1616,towel,cup,564,78,>
1617,window,sandwich,77,209,<
1618,shirt,name tag,767,73,>
1619,jean,smile,98,13,>
1620,sticker,glass,90,355,<
1621,bar,letter,332,57,>
1622,head,seat,63,178,<
1623,mirror,handle,1571,62,>
1624,dress,spot,189,37,>
1625,hand,sheep,58,364,<
1626,blender,bowl,284,62,>
1627,cake,cake frosting,341,119,>
1628,window,style,31,117,<
1629,banana,cookie,188,44,>
1630,train,board,554,66,>
1631,shelf,bed,76,672,<
1632,kite,helmet,221,50,>
1633,leaf,decoration,53,186,<
1634,cowboy,hat,217,33,>
1635,shoe,weed,21,84,<
1636,trash,hole,96,28,>
1637,sign,roll,79,33,>
1638,bench,wrist,109,0,>
1639,parrot,tail,157,9,>
1640,flower,blender,43,133,<
1641,head,kitchen,4,131,<
1642,eye,ceiling,6,121,<
1643,vase,drape,11,112,<
1644,tail,mouth,163,32,>
1645,window,wagon,21,234,<
1646,cat,cup,1130,150,>
1647,button,bow,17,84,<
1648,table,bit,183,53,>
1649,cloth,mirror,62,238,<
1650,skate board,window,230,28,>
1651,table,pin,83,30,>
1652,shirt,lady,224,67,>
1653,ear,coat,24,665,<
1654,mustache,guy,12,141,<
1655,stem,sign,10,95,<
1656,sleeve,shirt,638,1795,<
1657,plane,gold,96,40,>
1658,couple,stripe,248,43,>
1659,zebra,foot,812,82,>
1660,assortment,plate,74,27,>
1661,ball,blanket,18,143,<
1662,dish,mug,137,34,>
1663,shirt,mustard,145,50,>
1664,surfer,hat,269,30,>
1665,sheet,bedspread,40,131,<
1666,skirt,ring,139,5,>
1667,tree,paint,1396,422,>
1668,tennis,seat,301,41,>
1669,car,tyre,83,28,>
1670,frame,leg,149,43,>
1671,net,advertisement,116,9,>
1672,roof,hand,378,62,>
1673,bird,ball,119,44,>
1674,hill,skier,1736,518,>
1675,nostril,mane,1,135,<
1676,carrot,tree,37,111,<
1677,television,bottom,136,26,>
1678,handle,jacket,81,832,<
1679,spoon,mushroom,105,34,>
1680,train,tower,889,153,>
1681,umbrella,tie,576,86,>
1682,knob,faucet,68,190,<
1683,rack,stack,94,21,>
1684,spoon,carrot,682,265,>
1685,turkey,sandwich,18,156,<
1686,crowd,sock,181,12,>
1687,bag,shoe,2256,602,>
1688,lampshade,table,43,322,<
1689,bat,stripe,424,120,>
1690,ear,tire,18,211,<
1691,zebra,mohawk,132,16,>
1692,sail boat,window,173,12,>
1693,car,ring,133,36,>
1694,sock,suit,37,115,<
1695,outfit,tennis,31,242,<
1696,barrel,tree,45,395,<
1697,bottom,tree,896,2916,<
1698,vegetable,letter,123,6,>
1699,paper,coat,31,194,<
1700,stain,cat,40,336,<
1701,guitar,phone,101,13,>
1702,tap,towel,35,244,<
1703,rock,foot,444,176,>
1704,grill,truck,57,601,<
1705,glove,logo,295,96,>
1706,sign,bike,1259,4534,<
1707,key,cabinet,3,132,<
1708,asphalt,brick,80,25,>
1709,speck,table,14,104,<
1710,couch,computer,269,52,>
1711,sign,smoke,55,310,<
1712,bolt,fence,11,147,<
1713,house,object,121,40,>
1714,keyboard,ear,109,14,>
1715,paw,claw,167,50,>
1716,sandwich,stripe,91,17,>
1717,house,forest,22,208,<
1718,bottom,jean,102,482,<
1719,tent,building,162,469,<
1720,skier,stripe,312,14,>
1721,bag,mouse,256,28,>
1722,cake,wire,87,18,>
1723,hand,tongue,109,34,>
1724,path,bear,120,42,>
1725,jean,patch,179,55,>
1726,cattle,horn,167,28,>
1727,brake,bike,3,158,<
1728,greenery,bird,104,43,>
1729,shirt,glove,2994,712,>
1730,clock,rim,122,40,>
1731,kid,candle,131,26,>
1732,couch,shade,162,19,>
1733,camera,finger nail,110,0,>
1734,fur,building,37,104,<
1735,building,hand,2938,347,>
1736,container,pan,87,257,<
1737,jar,window,35,293,<
1738,kite,pocket,97,20,>
1739,eye,sandwich,24,278,<
1740,marker,book,34,103,<
1741,pile,mirror,37,102,<
1742,number,baby,3,192,<
1743,plant,cup,604,227,>
1744,toaster,plate,147,13,>
1745,jean,book,469,159,>
1746,frisbee,sock,1348,252,>
1747,handle,boat,23,295,<
1748,tire,truck,605,7562,<
1749,knob,dog,38,542,<
1750,apple,finger,89,20,>
1751,strap,bus,9,167,<
1752,sofa,ear,168,13,>
1753,boot,jockey,19,192,<
1754,lemon,basket,28,82,<
1755,fixture,pole,41,115,<
1756,orange,sticker,1623,63,>
1757,vine,brick,104,32,>
1758,carpet,mattress,53,129,<
1759,guy,plate,391,72,>
1760,goggle,snow boarder,9,167,<
1761,beanie,ski,57,234,<
1762,plane,paint,571,81,>
1763,rock,beach,571,1559,<
1764,sun glass,jean,24,112,<
1765,base,keyboard,52,162,<
1766,flag,outfit,40,118,<
1767,panel,microwave,29,83,<
1768,box,truck,60,419,<
1769,hat,bead,105,19,>
1770,couple,mouth,96,5,>
1771,milk,bowl,75,344,<
1772,bed,hand,738,59,>
1773,liquid,cup,120,432,<
1774,bow,cake,24,296,<
1775,spot,beak,116,13,>
1776,display,handle,89,22,>
1777,flower,case,46,109,<
1778,loveseat,window,91,10,>
1779,coffee,key,132,10,>
1780,parrot,feather,536,119,>
1781,hand,monkey,23,128,<
1782,knob,paint,5,104,<
1783,box,snow,67,179,<
1784,ring,building,35,214,<
1785,uniform,glass,263,26,>
1786,pile,pizza,97,372,<
1787,box,tv,98,578,<
1788,button,ball,27,87,<
1789,chandelier,plant,196,54,>
1790,flag,eye,129,18,>
1791,umbrella,balloon,354,44,>
1792,flower,apron,37,206,<
1793,blind,refrigerator,38,150,<
1794,train,outfit,102,3,>
1795,uniform,pair,623,39,>
1796,tie,groom,13,138,<
1797,building,pane,184,13,>
1798,bolt,bush,2,115,<
1799,boot,outfit,11,139,<
1800,bedspread,door,172,41,>
1801,eye,scissors,8,217,<
1802,pan,cookie,111,11,>
1803,wood,lettering,93,21,>
1804,pizza,meat,1765,339,>
1805,tree,seat,1229,454,>
1806,cigarette,umbrella,10,186,<
1807,horn,giraffe,214,8639,<
1808,chain,nut,110,7,>
1809,snow,arrow,207,23,>
1810,umbrella,shutter,127,45,>
1811,wrap,shirt,44,143,<
1812,spot,plant,77,774,<
1813,dress,orange,185,78,>
1814,apple,flower,414,171,>
1815,mug,stack,66,173,<
1816,surface,cake,36,186,<
1817,cellphone,bracelet,169,31,>
1818,stove,burner,653,97,>
1819,elephant,outfit,415,94,>
1820,mouth,tree,86,1663,<
1821,boat,deck,344,135,>
1822,pipe,sink,146,1301,<
1823,orange,ear,515,46,>
1824,plane,tail,5395,648,>
1825,reflector,building,10,158,<
1826,sheet,towel,190,48,>
1827,bicycle,object,75,31,>
1828,wave,paddle,411,131,>
1829,tie,ear ring,114,2,>
1830,couch,leaf,565,21,>
1831,bus,suv,495,99,>
1832,ship,sign,136,53,>
1833,shelf,faucet,309,49,>
1834,tap,toilet,7,380,<
1835,bread,mushroom,162,31,>
1836,utensil,table,286,971,<
1837,car,cross walk,60,168,<
1838,sandwich,spinach,148,11,>
1839,dog,opening,95,30,>
1840,pile,shoe,323,72,>
1841,cellphone,suit,35,89,<
